# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 3395997449274
#
# Children      Self  Command          Shared Object                        Symbol                                                                                                                                                           
# ........  ........  ...............  ...................................  .................................................................................................................................................................
#
    48.95%     0.05%  Executor task l  [kernel.kallsyms]                    [k] entry_SYSCALL_64_after_hwframe
    48.90%     0.05%  Executor task l  [kernel.kallsyms]                    [k] do_syscall_64
    37.48%     0.04%  Executor task l  [kernel.kallsyms]                    [k] ksys_read
    37.20%     0.07%  Executor task l  [kernel.kallsyms]                    [k] vfs_read
    36.85%     0.12%  Executor task l  [kernel.kallsyms]                    [k] new_sync_read
    36.63%     0.50%  Executor task l  [kernel.kallsyms]                    [k] filemap_read
    25.80%     0.16%  Executor task l  [kernel.kallsyms]                    [k] asm_sysvec_apic_timer_interrupt
    25.44%     0.05%  Executor task l  [kernel.kallsyms]                    [k] sysvec_apic_timer_interrupt
    25.12%    24.31%  Executor task l  [kernel.kallsyms]                    [k] copy_user_generic_string
    23.26%     0.32%  Executor task l  [kernel.kallsyms]                    [k] __sysvec_apic_timer_interrupt
    22.83%     0.56%  Executor task l  [kernel.kallsyms]                    [k] hrtimer_interrupt
    22.70%     0.08%  Executor task l  [kernel.kallsyms]                    [k] copy_page_to_iter
    22.61%     0.12%  Executor task l  [kernel.kallsyms]                    [k] copy_page_to_iter_iovec
    20.14%     0.46%  Executor task l  [kernel.kallsyms]                    [k] __hrtimer_run_queues
    19.68%     0.04%  Executor task l  [kernel.kallsyms]                    [k] __run_hrtimer
    18.78%     0.07%  Executor task l  [kernel.kallsyms]                    [k] tick_sched_timer
    17.75%     0.11%  Executor task l  [kernel.kallsyms]                    [k] tick_sched_handle
    17.53%     0.71%  Executor task l  [kernel.kallsyms]                    [k] update_process_times
    13.08%     0.12%  Executor task l  [kernel.kallsyms]                    [k] filemap_get_pages
    12.96%     0.61%  Executor task l  [kernel.kallsyms]                    [k] scheduler_tick
    11.70%     0.20%  Executor task l  [kernel.kallsyms]                    [k] page_cache_ra_unbounded
     9.45%     0.01%  Executor task l  [kernel.kallsyms]                    [k] ksys_write
     9.39%     0.07%  Executor task l  [kernel.kallsyms]                    [k] vfs_write
     9.30%     0.02%  Executor task l  [kernel.kallsyms]                    [k] new_sync_write
     9.27%     0.02%  Executor task l  [kernel.kallsyms]                    [k] ext4_buffered_write_iter
     8.64%     0.08%  Executor task l  [kernel.kallsyms]                    [k] generic_perform_write
     6.92%     0.05%  Executor task l  [kernel.kallsyms]                    [k] add_to_page_cache_lru
     5.78%     0.76%  Executor task l  [kernel.kallsyms]                    [k] task_tick_fair
     5.56%     0.37%  Executor task l  [kernel.kallsyms]                    [k] __alloc_pages
