# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 13013635186205
#
# Children      Self  Command          Shared Object      Symbol                                             
# ........  ........  ...............  .................  ...................................................
#
    28.04%     0.00%  swapper          [kernel.kallsyms]  [k] secondary_startup_64_no_verify
    28.04%     0.00%  swapper          [kernel.kallsyms]  [k] cpu_startup_entry
    28.03%     0.00%  swapper          [kernel.kallsyms]  [k] do_idle
    27.90%     0.00%  swapper          [kernel.kallsyms]  [k] cpuidle_enter
    27.90%     0.01%  swapper          [kernel.kallsyms]  [k] cpuidle_enter_state
    27.76%    26.85%  swapper          [kernel.kallsyms]  [k] mwait_idle_with_hints.constprop.0
    26.07%     0.00%  swapper          [kernel.kallsyms]  [k] start_secondary
    23.49%     0.14%  java             [kernel.kallsyms]  [k] asm_exc_page_fault
    22.46%     0.33%  java             [kernel.kallsyms]  [k] exc_page_fault
    19.93%     0.17%  java             [kernel.kallsyms]  [k] do_user_addr_fault
    14.22%     0.62%  java             [kernel.kallsyms]  [k] handle_mm_fault
    12.15%     3.20%  java             [kernel.kallsyms]  [k] __handle_mm_fault
     9.35%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     9.35%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] do_syscall_64
     9.12%     0.12%  LocalJobRunner   [kernel.kallsyms]  [k] asm_exc_page_fault
     7.97%     0.07%  LocalJobRunner   [kernel.kallsyms]  [k] exc_page_fault
     7.52%     0.16%  LocalJobRunner   [kernel.kallsyms]  [k] do_user_addr_fault
     7.06%     0.20%  LocalJobRunner   [kernel.kallsyms]  [k] handle_mm_fault
     6.95%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     6.95%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] do_syscall_64
     6.60%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] __x64_sys_read
     6.60%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] ksys_read
     6.60%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] vfs_read
     6.60%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] new_sync_read
     6.60%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] ext4_file_read_iter
     6.60%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] generic_file_read_iter
     6.60%     0.02%  localfetcher#1   [kernel.kallsyms]  [k] filemap_read
     6.43%     0.85%  LocalJobRunner   [kernel.kallsyms]  [k] __handle_mm_fault
     4.92%     0.09%  java             [kernel.kallsyms]  [k] migrate_misplaced_page
     4.55%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] __x64_sys_read
     4.55%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ksys_read
     4.54%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] vfs_read
     4.54%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] new_sync_read
     4.54%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ext4_file_read_iter
     4.54%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] generic_file_read_iter
     4.54%     0.10%  LocalJobRunner   [kernel.kallsyms]  [k] filemap_read
     4.52%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] __x64_sys_write
     4.52%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ksys_write
     4.52%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] vfs_write
     4.52%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] new_sync_write
     4.52%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ext4_file_write_iter
     4.52%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ext4_buffered_write_iter
     4.51%     0.01%  LocalJobRunner   [kernel.kallsyms]  [k] generic_perform_write
     4.49%     4.32%  LocalJobRunner   [kernel.kallsyms]  [k] copy_user_enhanced_fast_string
     4.37%     4.35%  java             [kernel.kallsyms]  [k] down_read_trylock
     4.17%     0.34%  java             [kernel.kallsyms]  [k] migrate_pages
     4.09%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     4.09%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] do_syscall_64
     3.63%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] filemap_get_pages
     3.57%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] ondemand_readahead
     3.56%     0.02%  localfetcher#1   [kernel.kallsyms]  [k] page_cache_ra_unbounded
     3.52%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] page_cache_async_ra
     3.34%     0.00%  InMemoryMerger   [kernel.kallsyms]  [k] do_syscall_64
     3.34%     0.00%  InMemoryMerger   [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     3.32%     0.00%  InMemoryMerger   [kernel.kallsyms]  [k] __x64_sys_write
     3.32%     0.00%  InMemoryMerger   [kernel.kallsyms]  [k] ksys_write
     3.32%     0.00%  InMemoryMerger   [kernel.kallsyms]  [k] vfs_write
     3.32%     0.00%  InMemoryMerger   [kernel.kallsyms]  [k] ext4_file_write_iter
     3.32%     0.00%  InMemoryMerger   [kernel.kallsyms]  [k] ext4_buffered_write_iter
     3.32%     0.00%  InMemoryMerger   [kernel.kallsyms]  [k] new_sync_write
     3.32%     0.01%  InMemoryMerger   [kernel.kallsyms]  [k] generic_perform_write
     3.24%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] asm_sysvec_apic_timer_interrupt
     3.23%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] sysvec_apic_timer_interrupt
     3.18%     0.09%  LocalJobRunner   [kernel.kallsyms]  [k] exit_to_user_mode_prepare
     3.16%     0.01%  LocalJobRunner   [kernel.kallsyms]  [k] irqentry_exit
     3.15%     0.01%  LocalJobRunner   [kernel.kallsyms]  [k] irqentry_exit_to_user_mode
     3.06%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] task_work_run
     3.05%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] task_numa_work
     3.05%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] change_prot_numa
     3.02%     0.09%  LocalJobRunner   [kernel.kallsyms]  [k] __alloc_pages
     2.90%     0.32%  LocalJobRunner   [kernel.kallsyms]  [k] get_page_from_freelist
     2.87%     0.05%  localfetcher#1   [kernel.kallsyms]  [k] add_to_page_cache_lru
     2.86%     1.10%  localfetcher#1   [kernel.kallsyms]  [k] copy_user_enhanced_fast_string
     2.86%     0.02%  localfetcher#1   [kernel.kallsyms]  [k] asm_exc_page_fault
     2.68%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] __x64_sys_read
     2.68%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] ksys_read
     2.68%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] vfs_read
     2.68%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] ext4_file_read_iter
     2.68%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] generic_file_read_iter
     2.68%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] new_sync_read
     2.68%     0.02%  pool-4-thread-1  [kernel.kallsyms]  [k] filemap_read
     2.63%     2.44%  LocalJobRunner   [kernel.kallsyms]  [k] change_protection
     2.51%     0.04%  pool-4-thread-1  [kernel.kallsyms]  [k] add_to_page_cache_lru
     2.32%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] filemap_get_pages
     2.31%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] ondemand_readahead
     2.31%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] page_cache_async_ra
     2.30%     0.02%  pool-4-thread-1  [kernel.kallsyms]  [k] page_cache_ra_unbounded
     2.21%     0.01%  LocalJobRunner   [kernel.kallsyms]  [k] ext4_da_write_begin
     2.15%     0.04%  LocalJobRunner   [kernel.kallsyms]  [k] alloc_pages_vma
     2.12%     2.12%  LocalJobRunner   [kernel.kallsyms]  [k] clear_page_erms
     2.07%     2.05%  java             [kernel.kallsyms]  [k] up_read
     2.06%     0.04%  java             [kernel.kallsyms]  [k] __alloc_pages
     2.02%     0.03%  localfetcher#1   [kernel.kallsyms]  [k] workingset_refault
     1.97%     0.00%  swapper          [kernel.kallsyms]  [k] arch_call_rest_init
     1.97%     0.00%  swapper          [kernel.kallsyms]  [k] rest_init
     1.97%     0.00%  swapper          [kernel.kallsyms]  [k] start_kernel
     1.97%     0.00%  swapper          [kernel.kallsyms]  [k] x86_64_start_kernel
     1.97%     0.00%  swapper          [kernel.kallsyms]  [k] x86_64_start_reservations
     1.95%     1.94%  java             [kernel.kallsyms]  [k] native_queued_spin_lock_slowpath
     1.94%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] mem_cgroup_flush_stats
     1.94%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] cgroup_rstat_flush_irqsafe
     1.88%     0.01%  localfetcher#1   [kernel.kallsyms]  [k] exc_page_fault
     1.84%     0.02%  localfetcher#1   [kernel.kallsyms]  [k] do_user_addr_fault
     1.79%     0.01%  InMemoryMerger   [kernel.kallsyms]  [k] ext4_da_write_begin
     1.78%     0.02%  localfetcher#1   [kernel.kallsyms]  [k] handle_mm_fault
