# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 981K of event 'cycles'
# Event count (approx.): 2255541025361
#
# Children      Self  Command          Shared Object                       Symbol                                                                                                                                                                                               
# ........  ........  ...............  ..................................  .....................................................................................................................................................................................................
#
    32.34%     0.07%  Executor task l  [kernel.kallsyms]                   [k] asm_sysvec_apic_timer_interrupt
    31.42%     0.05%  Executor task l  [kernel.kallsyms]                   [k] sysvec_apic_timer_interrupt
    27.67%     0.31%  Executor task l  [kernel.kallsyms]                   [k] __sysvec_apic_timer_interrupt
    27.13%     0.62%  Executor task l  [kernel.kallsyms]                   [k] hrtimer_interrupt
    23.81%     0.50%  Executor task l  [kernel.kallsyms]                   [k] __hrtimer_run_queues
    23.30%     0.05%  Executor task l  [kernel.kallsyms]                   [k] __run_hrtimer
    22.37%     0.04%  Executor task l  [kernel.kallsyms]                   [k] tick_sched_timer
    21.16%     0.04%  Executor task l  [kernel.kallsyms]                   [k] tick_sched_handle
    21.05%     0.88%  Executor task l  [kernel.kallsyms]                   [k] update_process_times
    15.70%     0.66%  Executor task l  [kernel.kallsyms]                   [k] scheduler_tick
    12.59%     0.03%  Executor task l  [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
    12.56%     0.03%  Executor task l  [kernel.kallsyms]                   [k] do_syscall_64
     7.57%     0.01%  Executor task l  [kernel.kallsyms]                   [k] ksys_read
     7.46%     0.04%  Executor task l  [kernel.kallsyms]                   [k] vfs_read
     7.34%     0.06%  Executor task l  [kernel.kallsyms]                   [k] new_sync_read
     7.24%     0.12%  Executor task l  [kernel.kallsyms]                   [k] filemap_read
     7.13%     0.80%  Executor task l  [kernel.kallsyms]                   [k] task_tick_fair
     6.42%     0.05%  Executor task l  [kernel.kallsyms]                   [k] asm_exc_page_fault
     6.19%     0.51%  Executor task l  [kernel.kallsyms]                   [k] perf_event_task_tick
     6.18%     0.01%  Executor task l  [kernel.kallsyms]                   [k] exc_page_fault
     6.08%     0.02%  Executor task l  [kernel.kallsyms]                   [k] do_user_addr_fault
     5.68%     2.55%  Executor task l  [kernel.kallsyms]                   [k] perf_adjust_freq_unthr_context
     5.45%     0.05%  Executor task l  [kernel.kallsyms]                   [k] handle_mm_fault
     5.33%     0.06%  Executor task l  [kernel.kallsyms]                   [k] __handle_mm_fault
     5.24%     0.04%  Executor task l  [kernel.kallsyms]                   [k] do_anonymous_page
     4.16%     0.03%  Executor task l  [kernel.kallsyms]                   [k] copy_page_to_iter
     4.13%     0.05%  Executor task l  [kernel.kallsyms]                   [k] copy_page_to_iter_iovec
     4.08%     3.99%  Executor task l  [kernel.kallsyms]                   [k] copy_user_generic_string
     3.96%     0.08%  Executor task l  [kernel.kallsyms]                   [k] __alloc_pages
     3.86%     0.09%  Executor task l  [kernel.kallsyms]                   [k] get_page_from_freelist
     3.67%     0.09%  Executor task l  [kernel.kallsyms]                   [k] alloc_pages_vma
     3.18%     0.38%  Executor task l  [kernel.kallsyms]                   [k] __irq_exit_rcu
     2.99%     0.01%  Executor task l  [kernel.kallsyms]                   [k] __x64_sys_openat
     2.99%     0.01%  Executor task l  [kernel.kallsyms]                   [k] do_sys_openat2
     2.99%     0.07%  Executor task l  [kernel.kallsyms]                   [k] kernel_init_free_pages.part.0
     2.92%     2.82%  Executor task l  [kernel.kallsyms]                   [k] clear_page_rep
