# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 263K of event 'cycles'
# Event count (approx.): 8133750445799
#
# Children      Self  Command          Shared Object      Symbol                                             
# ........  ........  ...............  .................  ...................................................
#
    55.40%     0.00%  swapper          [kernel.kallsyms]  [k] secondary_startup_64_no_verify
    55.40%     0.00%  swapper          [kernel.kallsyms]  [k] cpu_startup_entry
    55.40%     0.01%  swapper          [kernel.kallsyms]  [k] do_idle
    55.15%     0.00%  swapper          [kernel.kallsyms]  [k] cpuidle_enter
    55.14%     0.01%  swapper          [kernel.kallsyms]  [k] cpuidle_enter_state
    54.88%    48.23%  swapper          [kernel.kallsyms]  [k] mwait_idle_with_hints.constprop.0
    53.79%     0.00%  swapper          [kernel.kallsyms]  [k] start_secondary
     9.15%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     9.15%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] do_syscall_64
     8.62%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     8.62%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] do_syscall_64
     8.52%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] __x64_sys_read
     8.52%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] ksys_read
     8.52%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] vfs_read
     8.52%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] new_sync_read
     8.52%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] ext4_file_read_iter
     8.52%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] generic_file_read_iter
     8.52%     0.03%  localfetcher#1   [kernel.kallsyms]  [k] filemap_read
     7.30%     0.03%  java             [kernel.kallsyms]  [k] asm_exc_page_fault
     7.08%     0.15%  java             [kernel.kallsyms]  [k] exc_page_fault
     6.71%     6.71%  swapper          [unknown]          [.] 0000000000000000
     6.23%     0.00%  InMemoryMerger   [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     6.23%     0.00%  InMemoryMerger   [kernel.kallsyms]  [k] do_syscall_64
     6.19%     0.00%  InMemoryMerger   [kernel.kallsyms]  [k] ksys_write
     6.19%     0.00%  InMemoryMerger   [kernel.kallsyms]  [k] __x64_sys_write
     6.19%     0.00%  InMemoryMerger   [kernel.kallsyms]  [k] vfs_write
     6.19%     0.00%  InMemoryMerger   [kernel.kallsyms]  [k] new_sync_write
     6.19%     0.00%  InMemoryMerger   [kernel.kallsyms]  [k] ext4_buffered_write_iter
     6.19%     0.00%  InMemoryMerger   [kernel.kallsyms]  [k] ext4_file_write_iter
     6.18%     0.01%  InMemoryMerger   [kernel.kallsyms]  [k] generic_perform_write
     5.91%     0.04%  java             [kernel.kallsyms]  [k] do_user_addr_fault
     5.68%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] __x64_sys_write
     5.68%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] ksys_write
     5.68%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] vfs_write
     5.68%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] ext4_file_write_iter
     5.68%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] new_sync_write
     5.68%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] ext4_buffered_write_iter
     5.67%     0.01%  pool-4-thread-1  [kernel.kallsyms]  [k] generic_perform_write
     5.07%     1.99%  localfetcher#1   [kernel.kallsyms]  [k] copy_user_enhanced_fast_string
     4.73%     0.01%  localfetcher#1   [kernel.kallsyms]  [k] asm_exc_page_fault
     3.39%     0.03%  InMemoryMerger   [kernel.kallsyms]  [k] ext4_da_write_begin
     3.31%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] filemap_get_pages
     3.22%     0.05%  localfetcher#1   [kernel.kallsyms]  [k] page_cache_ra_unbounded
     3.22%     0.20%  java             [kernel.kallsyms]  [k] handle_mm_fault
     3.21%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] ondemand_readahead
     3.14%     0.02%  pool-4-thread-1  [kernel.kallsyms]  [k] ext4_da_write_begin
     3.13%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] page_cache_async_ra
     3.03%     0.01%  localfetcher#1   [kernel.kallsyms]  [k] exc_page_fault
     2.98%     0.02%  localfetcher#1   [kernel.kallsyms]  [k] do_user_addr_fault
     2.91%     0.03%  localfetcher#1   [kernel.kallsyms]  [k] handle_mm_fault
     2.90%     0.18%  pool-4-thread-1  [kernel.kallsyms]  [k] add_to_page_cache_lru
     2.80%     0.15%  localfetcher#1   [kernel.kallsyms]  [k] __handle_mm_fault
     2.79%     0.01%  InMemoryMerger   [kernel.kallsyms]  [k] grab_cache_page_write_begin
     2.78%     0.04%  InMemoryMerger   [kernel.kallsyms]  [k] pagecache_get_page
     2.74%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] __x64_sys_read
     2.74%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] ksys_read
     2.74%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] vfs_read
     2.74%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] new_sync_read
