# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 2133082393908
#
# Children      Self  Command          Shared Object                       Symbol                                                                                                                                                                                               
# ........  ........  ...............  ..................................  .....................................................................................................................................................................................................
#
    37.51%     0.10%  Executor task l  [kernel.kallsyms]                   [k] asm_sysvec_apic_timer_interrupt
    36.39%     0.05%  Executor task l  [kernel.kallsyms]                   [k] sysvec_apic_timer_interrupt
    32.10%     0.41%  Executor task l  [kernel.kallsyms]                   [k] __sysvec_apic_timer_interrupt
    31.35%     0.80%  Executor task l  [kernel.kallsyms]                   [k] hrtimer_interrupt
    27.50%     0.52%  Executor task l  [kernel.kallsyms]                   [k] __hrtimer_run_queues
    26.98%     0.04%  Executor task l  [kernel.kallsyms]                   [k] __run_hrtimer
    25.90%     0.07%  Executor task l  [kernel.kallsyms]                   [k] tick_sched_timer
    24.54%     0.10%  Executor task l  [kernel.kallsyms]                   [k] tick_sched_handle
    24.36%     1.14%  Executor task l  [kernel.kallsyms]                   [k] update_process_times
    18.00%     0.88%  Executor task l  [kernel.kallsyms]                   [k] scheduler_tick
    16.40%     0.04%  Executor task l  [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
    16.36%     0.03%  Executor task l  [kernel.kallsyms]                   [k] do_syscall_64
     9.81%     0.01%  Executor task l  [kernel.kallsyms]                   [k] ksys_read
     9.68%     0.05%  Executor task l  [kernel.kallsyms]                   [k] vfs_read
     9.54%     0.06%  Executor task l  [kernel.kallsyms]                   [k] new_sync_read
     9.44%     0.13%  Executor task l  [kernel.kallsyms]                   [k] filemap_read
     8.14%     0.94%  Executor task l  [kernel.kallsyms]                   [k] task_tick_fair
     7.00%     0.60%  Executor task l  [kernel.kallsyms]                   [k] perf_event_task_tick
     6.40%     2.73%  Executor task l  [kernel.kallsyms]                   [k] perf_adjust_freq_unthr_context
     4.71%     0.03%  Executor task l  [kernel.kallsyms]                   [k] copy_page_to_iter
     4.68%     4.52%  Executor task l  [kernel.kallsyms]                   [k] copy_user_generic_string
