# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 3655604222543
#
# Children      Self  Command          Shared Object                       Symbol                                                                                                                                                                                               
# ........  ........  ...............  ..................................  .....................................................................................................................................................................................................
#
    48.48%     0.05%  Executor task l  [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
    48.43%     0.06%  Executor task l  [kernel.kallsyms]                   [k] do_syscall_64
    36.43%     0.03%  Executor task l  [kernel.kallsyms]                   [k] ksys_read
    36.17%     0.07%  Executor task l  [kernel.kallsyms]                   [k] vfs_read
    35.84%     0.13%  Executor task l  [kernel.kallsyms]                   [k] new_sync_read
    35.62%     0.50%  Executor task l  [kernel.kallsyms]                   [k] filemap_read
    25.95%     0.17%  Executor task l  [kernel.kallsyms]                   [k] asm_sysvec_apic_timer_interrupt
    25.94%    25.01%  Executor task l  [kernel.kallsyms]                   [k] copy_user_generic_string
    24.94%     0.05%  Executor task l  [kernel.kallsyms]                   [k] sysvec_apic_timer_interrupt
    23.46%     0.08%  Executor task l  [kernel.kallsyms]                   [k] copy_page_to_iter
    23.38%     0.10%  Executor task l  [kernel.kallsyms]                   [k] copy_page_to_iter_iovec
    22.77%     0.30%  Executor task l  [kernel.kallsyms]                   [k] __sysvec_apic_timer_interrupt
    22.36%     0.57%  Executor task l  [kernel.kallsyms]                   [k] hrtimer_interrupt
    19.75%     0.42%  Executor task l  [kernel.kallsyms]                   [k] __hrtimer_run_queues
    19.33%     0.05%  Executor task l  [kernel.kallsyms]                   [k] __run_hrtimer
    18.42%     0.08%  Executor task l  [kernel.kallsyms]                   [k] tick_sched_timer
    17.40%     0.06%  Executor task l  [kernel.kallsyms]                   [k] tick_sched_handle
    17.20%     0.70%  Executor task l  [kernel.kallsyms]                   [k] update_process_times
    13.05%     0.62%  Executor task l  [kernel.kallsyms]                   [k] scheduler_tick
    11.29%     0.12%  Executor task l  [kernel.kallsyms]                   [k] filemap_get_pages
     9.85%     0.06%  Executor task l  [kernel.kallsyms]                   [k] page_cache_ra_unbounded
     9.68%     0.01%  Executor task l  [kernel.kallsyms]                   [k] ksys_write
     9.62%     0.08%  Executor task l  [kernel.kallsyms]                   [k] vfs_write
     9.51%     0.02%  Executor task l  [kernel.kallsyms]                   [k] new_sync_write
     9.47%     0.02%  Executor task l  [kernel.kallsyms]                   [k] ext4_buffered_write_iter
     8.78%     0.08%  Executor task l  [kernel.kallsyms]                   [k] generic_perform_write
     6.13%     0.73%  Executor task l  [kernel.kallsyms]                   [k] task_tick_fair
     5.62%     0.07%  Executor task l  [kernel.kallsyms]                   [k] add_to_page_cache_lru
     5.45%     0.41%  Executor task l  [kernel.kallsyms]                   [k] __alloc_pages
     5.08%     0.03%  Executor task l  [kernel.kallsyms]                   [k] asm_exc_page_fault
